Logistic_Probabilities,RF_Probabilities
"[1.30439674e-04 8.36012357e-05 9.97867998e-01 1.33531630e-04
 1.09458072e-04 7.79375826e-05 9.38224272e-05 1.62147440e-04
 5.91622103e-05 1.23581043e-04 3.97070474e-04 6.18985992e-05
 1.28589606e-04 1.56632135e-04 1.07867475e-04 1.37644805e-04
 9.97071469e-05 6.89105218e-05]","[0.03 0.01 0.85 0.01 0.   0.   0.01 0.02 0.01 0.   0.   0.   0.01 0.01
 0.   0.   0.02 0.02]"
"[7.59023731e-05 1.14912854e-04 4.86431150e-05 6.05672824e-05
 3.06608691e-05 9.98514842e-01 7.79846736e-05 8.59335531e-05
 2.49092000e-05 9.05568582e-05 1.76624946e-05 1.99078777e-04
 1.06542683e-04 5.60880551e-05 1.33187978e-04 1.10952748e-04
 4.98737334e-05 2.01700835e-04]","[0.   0.01 0.   0.   0.   0.89 0.03 0.   0.   0.   0.   0.05 0.   0.
 0.02 0.   0.   0.  ]"
"[2.89612585e-05 2.48552900e-05 5.92731177e-05 5.32947510e-05
 1.26417504e-04 1.76664818e-05 1.79230865e-05 4.94494894e-05
 9.98409734e-01 3.60030163e-05 7.39874379e-04 8.17925971e-05
 3.63773357e-05 6.41890013e-05 2.33498527e-05 1.22875921e-04
 9.62135237e-05 1.17496355e-05]","[0.   0.   0.   0.   0.03 0.   0.   0.   0.86 0.   0.11 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.01191393e-04 9.30133904e-05 7.88936193e-05 9.99020997e-05
 5.23353695e-05 8.66400876e-05 1.19930460e-04 9.52815784e-05
 2.64404996e-05 7.57885811e-05 3.59791691e-05 1.18639285e-04
 9.98578580e-01 7.95556412e-05 1.05866669e-04 8.11552727e-05
 6.60142874e-05 1.04792862e-04]","[0.01 0.   0.01 0.04 0.   0.02 0.01 0.01 0.   0.   0.   0.01 0.87 0.
 0.   0.02 0.   0.  ]"
"[4.33580421e-05 7.08983482e-05 8.40829957e-05 9.68957376e-05
 5.05423565e-05 5.64544703e-05 6.04334877e-05 9.98722568e-01
 2.78205675e-05 7.15753333e-05 1.49622952e-04 4.44468611e-05
 7.46015319e-05 1.24954124e-04 6.44429451e-05 4.83179796e-05
 4.80443560e-05 1.60939766e-04]","[0.01 0.   0.03 0.02 0.   0.03 0.   0.83 0.   0.   0.   0.   0.   0.06
 0.01 0.   0.01 0.  ]"
"[4.29649230e-05 3.61280610e-05 6.70772856e-05 5.46715365e-05
 5.39407923e-05 3.43193785e-05 5.09630221e-05 4.82043869e-05
 9.98192377e-01 3.54585315e-05 1.11387372e-03 2.28635452e-05
 3.30513653e-05 6.44580156e-05 2.99501510e-05 3.28456006e-05
 7.12318830e-05 1.56211156e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.98 0.   0.   0.   0.   0.
 0.   0.   0.01 0.  ]"
"[4.40214835e-05 4.63251100e-05 5.62087548e-05 4.86669923e-05
 9.98653819e-01 2.39102431e-05 4.86893014e-05 3.28085000e-05
 9.65247502e-05 3.81018727e-05 6.14028895e-04 2.83063726e-05
 4.52027842e-05 6.23269392e-05 3.13300933e-05 4.98900719e-05
 5.64297540e-05 2.34093443e-05]","[0.   0.   0.   0.01 0.8  0.   0.   0.   0.03 0.   0.14 0.   0.01 0.
 0.   0.   0.01 0.  ]"
"[9.51683935e-05 1.00918316e-04 9.39738539e-05 1.16946280e-04
 6.47884649e-05 8.26279600e-05 7.71452767e-05 9.98434264e-01
 2.88693251e-05 7.47124912e-05 2.93467965e-04 5.20983680e-05
 8.96975033e-05 1.01704233e-04 8.51186765e-05 8.10081326e-05
 7.00074110e-05 5.74838180e-05]","[0.01 0.   0.01 0.   0.   0.   0.   0.9  0.   0.02 0.   0.   0.02 0.01
 0.02 0.01 0.   0.  ]"
"[1.43376656e-04 2.41202454e-04 8.18659329e-05 1.56157950e-04
 9.68191366e-05 1.94476839e-04 1.68485029e-04 1.30990050e-04
 3.62209847e-05 1.12047574e-04 1.29703457e-04 2.03562467e-04
 9.85607191e-05 1.32070014e-04 9.97676328e-01 1.36271972e-04
 8.35260898e-05 1.78335020e-04]","[0.   0.14 0.   0.03 0.01 0.   0.04 0.   0.   0.01 0.   0.02 0.   0.01
 0.72 0.01 0.   0.01]"
"[8.38568236e-05 1.39709712e-04 3.20839436e-05 5.28799072e-05
 2.74017955e-05 1.96948599e-04 1.02172330e-04 3.77488779e-05
 1.59818378e-05 1.36025166e-04 3.84982375e-06 2.00605089e-04
 6.85247020e-05 3.54912242e-05 1.46083297e-04 6.81430584e-05
 3.35117546e-05 9.98618982e-01]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
"[9.13901692e-05 9.98272786e-01 1.07236449e-04 1.12443293e-04
 5.89208639e-05 1.24120535e-04 1.29758044e-04 7.87450197e-05
 4.12341797e-05 9.73163611e-05 3.37674311e-05 1.91483396e-04
 8.69428469e-05 9.17904565e-05 1.50137501e-04 1.13746778e-04
 6.33443004e-05 1.54836263e-04]","[0.   0.81 0.   0.03 0.   0.02 0.04 0.01 0.   0.01 0.   0.02 0.01 0.01
 0.03 0.   0.   0.01]"
"[9.15190795e-05 9.98724142e-01 6.99207656e-05 7.04254085e-05
 5.39202967e-05 9.14822922e-05 1.07821254e-04 4.31152219e-05
 2.81694989e-05 9.15885551e-05 5.61439304e-05 1.03082841e-04
 7.40482782e-05 7.63098770e-05 8.77901216e-05 8.14795572e-05
 3.35502747e-05 1.15490355e-04]","[0.02 0.97 0.   0.   0.   0.   0.01 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.01594298e-04 1.07901066e-04 8.17979978e-05 8.83821994e-05
 6.23574011e-05 1.19883385e-04 1.03578134e-04 7.75195089e-05
 3.56154044e-05 9.98400809e-01 1.36199547e-04 1.14384985e-04
 1.01199690e-04 9.06792633e-05 1.11209742e-04 9.43203126e-05
 6.11788660e-05 1.11389232e-04]","[0.   0.01 0.   0.   0.   0.01 0.   0.   0.   0.98 0.   0.   0.   0.
 0.   0.   0.   0.  ]"
"[2.07045548e-04 1.15194758e-04 1.25863511e-04 1.38854243e-04
 7.96435530e-05 1.21144219e-04 1.17389542e-04 2.35114110e-04
 6.61547106e-05 1.52264331e-04 8.17030685e-04 9.20259058e-05
 1.77861489e-04 9.97074774e-01 1.05371785e-04 1.38858417e-04
 1.67631186e-04 6.77782052e-05]","[0.01 0.04 0.03 0.02 0.   0.01 0.02 0.05 0.02 0.02 0.02 0.   0.   0.67
 0.   0.05 0.04 0.  ]"
"[1.30344408e-04 1.37980363e-04 8.55274596e-05 9.12849468e-05
 6.07387874e-05 1.19266515e-04 9.86072930e-05 9.44014681e-05
 2.16699380e-05 9.98047817e-01 7.48340164e-05 1.87117438e-04
 1.09190409e-04 8.49625523e-05 1.64643043e-04 1.28200718e-04
 8.58963503e-05 2.77517325e-04]","[0.04 0.03 0.   0.   0.   0.   0.01 0.   0.   0.84 0.   0.01 0.01 0.02
 0.02 0.   0.01 0.01]"
"[1.15138762e-04 1.26325361e-04 9.98195656e-01 7.17412841e-05
 1.00688181e-04 1.06803554e-04 8.75836082e-05 1.24554557e-04
 5.17719772e-05 1.17497629e-04 2.11023740e-04 9.01849552e-05
 7.18484885e-05 1.04653062e-04 1.31609299e-04 1.43612828e-04
 9.81042391e-05 5.12026349e-05]","[0.01 0.06 0.77 0.02 0.   0.01 0.   0.02 0.   0.03 0.01 0.   0.01 0.01
 0.01 0.03 0.   0.01]"
"[8.54278391e-05 9.92158002e-05 1.08546100e-04 9.98096049e-01
 7.99973095e-05 1.16509756e-04 1.07884015e-04 1.27921507e-04
 5.06704124e-05 1.07771505e-04 3.42130688e-04 8.00769178e-05
 9.20895530e-05 1.03998650e-04 1.02562049e-04 9.69366480e-05
 9.44646767e-05 1.07747143e-04]","[0.   0.   0.01 0.9  0.   0.   0.   0.01 0.01 0.02 0.   0.   0.03 0.
 0.   0.02 0.   0.  ]"
"[1.10749733e-04 1.15363703e-04 8.61708853e-05 1.07828208e-04
 5.66907288e-05 9.98342117e-01 8.68506753e-05 7.06141379e-05
 3.38418512e-05 1.50262544e-04 9.97905408e-05 1.27800869e-04
 7.73490520e-05 7.65514918e-05 1.35312922e-04 1.08202684e-04
 5.97569824e-05 1.54746322e-04]","[0.02 0.01 0.   0.   0.   0.91 0.   0.   0.   0.   0.   0.02 0.01 0.
 0.01 0.01 0.   0.01]"
"[1.22586291e-04 2.10151585e-04 4.97159060e-05 1.33073364e-04
 6.91960481e-05 2.79188155e-04 1.19647875e-04 9.59590918e-05
 1.70616447e-05 1.94913586e-04 1.09576360e-05 2.53980385e-04
 1.35368036e-04 1.31521437e-04 1.75195568e-04 1.18785980e-04
 2.57376009e-04 9.97625321e-01]","[0.   0.01 0.   0.   0.   0.05 0.   0.02 0.   0.01 0.   0.06 0.   0.
 0.01 0.01 0.02 0.81]"
"[9.98533547e-01 1.34626174e-04 7.73537061e-05 9.90289309e-05
 6.84919329e-05 1.23998138e-04 1.08637396e-04 8.25375435e-05
 4.62618338e-05 7.29260960e-05 6.76905719e-05 7.67391004e-05
 8.96168518e-05 1.02628174e-04 7.82709332e-05 6.45069811e-05
 7.49362317e-05 9.82021743e-05]","[0.85 0.03 0.01 0.03 0.   0.01 0.04 0.   0.01 0.   0.   0.   0.   0.01
 0.01 0.   0.   0.  ]"
"[2.99119652e-04 2.03392609e-04 4.58973464e-04 3.67078770e-04
 6.34736652e-04 1.49161737e-04 1.68372267e-04 3.28323061e-04
 1.05351660e-03 1.96769392e-04 9.93973916e-01 1.58197934e-04
 2.72158816e-04 4.35004086e-04 1.78619618e-04 3.26182546e-04
 6.96716768e-04 9.97600829e-05]","[0.   0.   0.   0.   0.09 0.   0.   0.   0.07 0.   0.82 0.   0.   0.
 0.01 0.   0.01 0.  ]"
"[7.37665860e-05 1.42780324e-04 1.11038334e-04 1.20258588e-04
 4.33003971e-05 2.13419629e-04 1.77067539e-04 1.38768399e-04
 6.86241354e-05 2.19544032e-04 1.12517536e-04 2.44736031e-04
 1.21794702e-04 9.73712691e-05 9.97707208e-01 1.38624457e-04
 6.66842891e-05 2.02495451e-04]","[0.   0.02 0.02 0.01 0.   0.01 0.01 0.   0.   0.06 0.   0.01 0.   0.
 0.83 0.02 0.   0.01]"
"[6.53257318e-05 3.49229073e-05 6.85787168e-05 7.83590355e-05
 1.23919221e-04 4.24381866e-05 4.96795684e-05 8.37732175e-05
 1.32789687e-04 5.36564357e-05 1.18364416e-03 3.74518465e-05
 6.29414500e-05 8.90725216e-05 3.49443045e-05 6.54450538e-05
 9.97757017e-01 3.60405701e-05]","[0.   0.   0.   0.   0.   0.   0.   0.02 0.06 0.   0.04 0.   0.   0.01
 0.   0.   0.87 0.  ]"
"[7.67001339e-05 1.18067644e-04 1.08954851e-04 8.55160476e-05
 6.44543346e-05 9.98564078e-01 8.47595821e-05 8.31363194e-05
 1.35382788e-05 5.76213873e-05 7.90453707e-05 1.47358572e-04
 7.48257117e-05 6.05356788e-05 1.25384641e-04 8.68332718e-05
 7.46800745e-05 9.45105094e-05]","[0.   0.02 0.   0.   0.   0.88 0.   0.01 0.   0.   0.   0.03 0.01 0.
 0.03 0.02 0.   0.  ]"
"[4.49408261e-05 4.95890120e-05 3.31675215e-05 5.56942767e-05
 5.71818151e-05 4.94868409e-05 5.09786696e-05 3.45726020e-05
 9.99131102e-01 5.37895853e-05 1.21235132e-04 5.79379820e-05
 4.59636208e-05 4.10541216e-05 4.95819804e-05 3.72713768e-05
 3.88805798e-05 4.75719953e-05]","[0.   0.01 0.   0.   0.01 0.01 0.   0.   0.94 0.   0.01 0.01 0.   0.
 0.   0.01 0.   0.  ]"
"[3.56796179e-05 5.56385502e-05 4.19210860e-05 5.60526726e-05
 5.60186853e-05 3.77929315e-05 3.58067515e-05 4.02390566e-05
 9.98977120e-01 4.22327716e-05 3.15060414e-04 3.68072263e-05
 2.85436103e-05 4.31157627e-05 4.35338204e-05 4.75595212e-05
 6.41800173e-05 4.26975126e-05]",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[5.85901184e-05 7.51711396e-05 3.41240587e-05 5.57848937e-05
 5.64555335e-05 1.03556867e-04 2.75541261e-04 2.95493974e-05
 9.98644628e-01 8.09943601e-05 4.16169132e-05 1.10392654e-04
 3.95314907e-05 3.12561379e-05 9.85708745e-05 5.54810709e-05
 6.69553433e-05 1.41800325e-04]","[0.01 0.   0.   0.   0.   0.   0.   0.01 0.92 0.01 0.02 0.   0.   0.
 0.   0.   0.   0.03]"
"[5.23125270e-05 4.20275993e-05 4.39078447e-05 7.42604194e-05
 1.33490651e-04 1.67780684e-05 7.65679024e-05 9.55091650e-05
 9.98744375e-01 4.29561787e-05 2.95617559e-04 3.49409696e-05
 3.21057537e-05 7.16631560e-05 4.35565467e-05 7.45687080e-05
 9.44457621e-05 3.09158802e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.96 0.   0.03 0.   0.   0.
 0.   0.   0.   0.  ]"
"[8.94886265e-05 1.37858446e-04 4.36039670e-05 7.14409459e-05
 3.62001805e-05 1.61903521e-04 1.00599694e-04 4.91150230e-05
 2.20411524e-05 1.33288266e-04 1.57964444e-05 9.98534245e-01
 8.00630559e-05 4.89562201e-05 1.40014160e-04 9.13871741e-05
 4.07553583e-05 2.03243119e-04]","[0.   0.01 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.98 0.   0.
 0.01 0.   0.   0.  ]"
"[8.20384813e-05 8.36267858e-05 9.98299200e-01 1.20599670e-04
 7.17795143e-05 5.84789296e-05 9.45099553e-05 1.24963191e-04
 5.28034010e-05 9.51604322e-05 3.21739817e-04 4.51804062e-05
 1.32167205e-04 1.45384773e-04 5.48987171e-05 8.33219041e-05
 8.68186976e-05 4.73280725e-05]","[0.   0.   0.83 0.01 0.   0.01 0.   0.04 0.   0.01 0.   0.   0.02 0.06
 0.   0.   0.02 0.  ]"
"[7.61876839e-05 6.72028781e-05 9.98383013e-01 8.12791604e-05
 6.55915569e-05 5.51754955e-05 8.38176606e-05 1.00729990e-04
 4.88036330e-05 5.79386078e-05 5.18804253e-04 4.83427624e-05
 7.68575558e-05 1.06040870e-04 5.42872817e-05 7.00862950e-05
 5.98490826e-05 4.59926430e-05]","[0.01 0.   0.92 0.   0.   0.01 0.02 0.   0.   0.   0.01 0.   0.   0.02
 0.   0.   0.01 0.  ]"
"[9.27376971e-05 1.52367487e-04 3.74097926e-05 6.54806744e-05
 3.36885233e-05 1.83178276e-04 1.04337119e-04 4.30688526e-05
 2.61467892e-05 1.38353949e-04 3.57675227e-06 2.07584372e-04
 7.96818089e-05 4.12928324e-05 1.52481692e-04 8.22102654e-05
 3.88591882e-05 9.98517544e-01]","[0.   0.   0.   0.   0.   0.01 0.   0.   0.   0.   0.   0.02 0.   0.
 0.   0.   0.   0.97]"
"[1.94729851e-04 1.75709404e-04 2.14665842e-04 1.72075511e-04
 1.64475623e-04 1.30473408e-04 1.59775653e-04 9.96570960e-01
 1.14614828e-04 1.88201156e-04 6.10061892e-04 1.75629461e-04
 2.53308063e-04 2.38727702e-04 1.98053059e-04 2.19476170e-04
 1.25527810e-04 9.35350242e-05]","[0.03 0.04 0.03 0.04 0.01 0.   0.03 0.72 0.   0.01 0.01 0.   0.01 0.04
 0.   0.03 0.   0.  ]"
"[4.21140135e-05 6.40342794e-05 9.69382476e-05 8.52794191e-05
 1.28675926e-04 3.50749467e-05 6.23801289e-05 9.71924980e-05
 1.22800632e-04 6.56999966e-05 1.46927527e-03 4.99053945e-05
 7.39985929e-05 8.86259235e-05 5.95840281e-05 8.44727763e-05
 9.97342632e-01 3.13156028e-05]","[0.   0.   0.02 0.   0.   0.   0.   0.02 0.06 0.   0.03 0.   0.   0.01
 0.   0.   0.86 0.  ]"
"[6.26513215e-05 5.02247451e-05 8.26289162e-05 5.61955936e-05
 1.34184683e-04 3.22969595e-05 4.81135964e-05 6.33702559e-05
 9.97207170e-01 4.85169678e-05 1.72293135e-03 4.31488307e-05
 7.60421963e-05 7.53727372e-05 4.86508762e-05 7.62113994e-05
 1.45749388e-04 2.65399309e-05]","[0.   0.   0.   0.01 0.01 0.   0.   0.   0.95 0.   0.03 0.   0.   0.
 0.   0.   0.   0.  ]"
"[7.36813307e-05 1.25950633e-04 1.33943005e-04 1.19190718e-04
 7.49465246e-05 8.56596754e-05 9.98046368e-01 1.37679544e-04
 3.69273614e-05 1.25736763e-04 3.12080229e-04 1.11199699e-04
 1.15160945e-04 1.21126798e-04 1.18195581e-04 1.21760481e-04
 5.76376095e-05 8.27552062e-05]","[0.01 0.03 0.   0.01 0.   0.   0.82 0.   0.   0.06 0.   0.   0.02 0.01
 0.01 0.03 0.   0.  ]"
"[3.47580159e-04 1.73934305e-04 2.36530915e-04 2.33911987e-04
 3.97067443e-04 1.74200567e-04 1.79164868e-04 3.90524769e-04
 1.47294531e-03 2.12029533e-04 9.94238681e-01 1.26265185e-04
 2.83327295e-04 2.23916370e-04 1.50518039e-04 2.19286905e-04
 8.54788884e-04 8.53264639e-05]","[0.01 0.   0.01 0.   0.11 0.   0.01 0.   0.08 0.   0.68 0.   0.01 0.
 0.   0.   0.09 0.  ]"
"[9.98424028e-01 1.26379465e-04 5.89478741e-05 1.07581066e-04
 7.62640095e-05 9.65977226e-05 1.09561292e-04 8.37741863e-05
 4.31292150e-05 1.00947963e-04 1.30258497e-04 8.18806750e-05
 7.83121150e-05 1.11988725e-04 8.01966704e-05 1.25209979e-04
 8.16942771e-05 8.32478477e-05]","[0.89 0.   0.   0.   0.   0.   0.02 0.01 0.   0.03 0.   0.   0.04 0.
 0.01 0.   0.   0.  ]"
"[9.79862132e-05 8.65752041e-05 1.32742370e-04 7.49920920e-05
 6.09902581e-05 9.52454477e-05 9.71686520e-05 9.98431972e-01
 4.32040902e-05 7.75294794e-05 2.44584251e-04 4.93824209e-05
 1.02317705e-04 1.08694984e-04 1.02849520e-04 5.19031792e-05
 6.30463260e-05 7.88153681e-05]","[0.01 0.   0.01 0.   0.   0.   0.05 0.83 0.01 0.   0.   0.01 0.02 0.03
 0.   0.02 0.   0.01]"
"[1.44956070e-04 2.13017896e-04 7.53843915e-05 2.05059151e-04
 7.73290614e-05 3.03367867e-04 1.81609883e-04 1.38427311e-04
 7.98826381e-05 1.85289514e-04 1.62109856e-04 2.98998926e-04
 1.52109586e-04 1.19786810e-04 9.97040572e-01 1.47005974e-04
 1.17650694e-04 3.57441933e-04]","[0.03 0.07 0.   0.01 0.   0.01 0.01 0.01 0.03 0.03 0.   0.01 0.   0.01
 0.75 0.01 0.01 0.01]"
"[3.37364276e-05 3.80130293e-05 4.16692854e-05 4.10054420e-05
 3.48034421e-05 5.12559915e-05 1.39215479e-04 4.72177527e-05
 1.72956978e-05 3.98944213e-05 6.70029672e-05 1.06239573e-04
 3.37203577e-05 3.97707488e-05 3.86314802e-05 9.99141004e-01
 4.16323355e-05 4.78919948e-05]","[0.01 0.01 0.01 0.01 0.   0.02 0.04 0.02 0.02 0.02 0.01 0.02 0.05 0.03
 0.   0.73 0.   0.  ]"
"[3.62224171e-05 4.52172230e-05 5.20934579e-05 4.98311813e-05
 7.90212294e-05 4.78827831e-05 2.90075934e-05 5.22513872e-05
 6.42909509e-05 3.49647704e-05 3.17237855e-04 4.69061115e-05
 6.68779373e-05 5.40858477e-05 5.09553321e-05 4.35479365e-05
 9.98876016e-01 5.35895338e-05]","[0.01 0.   0.   0.05 0.01 0.   0.   0.01 0.05 0.   0.03 0.   0.   0.01
 0.   0.02 0.81 0.  ]"
"[5.31301948e-05 4.88926097e-05 6.21366893e-05 4.66776255e-05
 9.25355315e-05 1.84931867e-05 4.39202777e-05 5.41047383e-05
 9.98612755e-01 3.26449652e-05 5.74562686e-04 3.48728506e-05
 5.82392369e-05 5.32671825e-05 4.10205066e-05 4.13464312e-05
 9.92184461e-05 3.21817576e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.97 0.   0.   0.   0.   0.
 0.   0.   0.02 0.  ]"
"[6.18324157e-05 6.03726997e-05 6.80019457e-05 8.08155566e-05
 1.12296723e-04 4.55049924e-05 5.08910855e-05 8.70521405e-05
 9.97670903e-01 4.77200115e-05 1.28760779e-03 3.04688735e-05
 6.19020479e-05 7.27247235e-05 5.14142644e-05 5.34412170e-05
 1.25133826e-04 3.19162539e-05]","[0.   0.   0.01 0.   0.02 0.   0.   0.   0.93 0.   0.03 0.   0.   0.01
 0.   0.   0.   0.  ]"
"[2.86392144e-04 8.87017954e-05 8.25609659e-05 1.20964569e-04
 7.45297973e-05 9.57499184e-05 9.98273313e-01 8.85320772e-05
 5.91871057e-05 7.57997766e-05 1.23915915e-04 6.96446743e-05
 1.01231614e-04 8.00497622e-05 9.51398748e-05 1.14661330e-04
 6.19084998e-05 1.07716867e-04]","[0.02 0.   0.01 0.02 0.   0.   0.85 0.   0.   0.02 0.   0.   0.02 0.
 0.01 0.03 0.01 0.01]"
"[9.98168536e-01 1.18379397e-04 8.85987167e-05 1.02834182e-04
 6.90701224e-05 1.25804974e-04 1.11874156e-04 8.85539036e-05
 4.16141322e-05 1.39908854e-04 1.85039828e-04 1.26852820e-04
 1.14787412e-04 9.93910402e-05 1.22198331e-04 1.11651897e-04
 6.65087557e-05 1.18395282e-04]","[0.95 0.   0.01 0.   0.   0.   0.01 0.   0.   0.01 0.   0.   0.   0.
 0.   0.02 0.   0.  ]"
"[1.09193706e-04 2.09040708e-04 2.69422466e-05 7.90220185e-05
 4.02188991e-05 1.99370893e-04 1.35645620e-04 4.85890586e-05
 2.16289139e-05 1.42724437e-04 4.05870515e-06 1.85260138e-04
 6.47309353e-05 5.10276609e-05 1.36438672e-04 1.15369973e-04
 5.46593651e-05 9.98376078e-01]","[0.   0.01 0.   0.   0.   0.02 0.   0.   0.   0.02 0.   0.   0.   0.
 0.   0.   0.   0.95]"
"[9.36922915e-04 2.37724979e-04 2.64962120e-04 2.10934415e-04
 1.62238650e-04 2.06302587e-04 3.07641599e-04 4.36267074e-04
 2.47924470e-04 2.83736608e-04 1.41329959e-04 1.84119379e-04
 9.94933552e-01 5.29789290e-04 2.76127909e-04 2.97650278e-04
 1.42408125e-04 2.00367869e-04]","[0.01 0.   0.02 0.04 0.   0.01 0.05 0.01 0.   0.02 0.03 0.   0.71 0.
 0.   0.09 0.01 0.  ]"
"[3.16603159e-05 2.77706903e-05 5.83653162e-05 4.52941422e-05
 9.98615087e-01 2.83573491e-05 3.71813789e-05 5.80262553e-05
 6.75150614e-05 2.91985813e-05 6.92397842e-04 1.95837964e-05
 3.58173597e-05 5.59048726e-05 2.75495424e-05 3.40482983e-05
 1.12609358e-04 2.36330065e-05]","[0.   0.   0.   0.   0.86 0.   0.   0.   0.   0.   0.11 0.01 0.   0.
 0.   0.   0.02 0.  ]"
"[1.11409920e-04 6.83823050e-05 8.13935316e-05 8.13594755e-05
 5.25824092e-05 1.72682161e-04 9.87011626e-05 9.94616251e-05
 4.93497559e-05 1.54887679e-04 8.10153830e-05 1.26456497e-04
 1.00740570e-04 7.71024607e-05 9.98384998e-01 5.87302173e-05
 3.98990068e-05 1.60847698e-04]","[0.03 0.01 0.03 0.   0.   0.01 0.01 0.01 0.   0.02 0.   0.01 0.01 0.01
 0.81 0.03 0.   0.01]"
"[8.98077358e-05 1.80420645e-04 2.05540218e-04 5.39942006e-05
 3.51266468e-05 1.44297950e-04 1.19544925e-04 2.73843462e-05
 1.17753390e-05 1.11220647e-04 2.71308348e-06 1.90010301e-04
 6.22419169e-05 4.26996217e-05 1.20541198e-04 7.47576967e-05
 2.57546938e-05 9.98502169e-01]","[0.   0.03 0.01 0.01 0.   0.01 0.   0.   0.   0.01 0.   0.02 0.   0.
 0.02 0.01 0.   0.88]"
"[1.72179411e-04 1.99309213e-04 1.30866880e-04 1.81545365e-04
 7.67504212e-05 1.60042661e-04 2.19065297e-04 1.29642465e-04
 7.02438588e-05 9.97329152e-01 2.27601670e-04 1.68567925e-04
 1.44269383e-04 9.27476465e-05 1.89044737e-04 1.63240169e-04
 9.73123829e-05 2.48418722e-04]","[0.01 0.02 0.   0.   0.   0.   0.03 0.01 0.   0.87 0.   0.   0.   0.
 0.03 0.03 0.   0.  ]"
"[1.42355484e-04 1.25865293e-04 1.34323528e-04 1.09388568e-04
 9.59920439e-05 1.02974605e-04 1.04346889e-04 1.36981647e-04
 3.08994816e-05 9.97195906e-01 2.42156734e-04 1.45829661e-04
 1.38481399e-04 1.33862097e-04 1.51828978e-04 7.10309982e-04
 1.15621626e-04 1.82876465e-04]","[0.01 0.01 0.01 0.01 0.   0.   0.02 0.   0.   0.76 0.   0.04 0.02 0.03
 0.02 0.05 0.   0.02]"
"[9.26564242e-05 1.19794948e-04 3.98318148e-05 5.65910726e-05
 2.22245168e-05 1.89062791e-04 1.05459030e-04 2.83582647e-05
 1.73975741e-05 1.02470480e-04 1.02640499e-05 2.01603900e-04
 6.75852552e-05 3.10466004e-05 1.46800549e-04 7.57633794e-05
 3.70689418e-05 9.98656020e-01]","[0.   0.01 0.   0.   0.   0.02 0.   0.   0.01 0.   0.   0.02 0.   0.
 0.02 0.03 0.   0.89]"
"[4.47098150e-05 4.24377359e-05 7.86050643e-05 5.00369011e-05
 1.00174124e-04 3.27695298e-05 4.87544861e-05 3.23636463e-04
 9.97990622e-01 3.19667857e-05 9.15336336e-04 3.26154053e-05
 4.41700070e-05 5.98950774e-05 3.21151255e-05 4.51997039e-05
 9.54138017e-05 3.15413208e-05]","[0.   0.   0.   0.   0.02 0.   0.   0.   0.84 0.   0.13 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[7.61479795e-05 9.70935466e-05 1.00080591e-04 1.11855691e-04
 8.95677564e-05 8.32666767e-05 5.54253084e-05 8.98384684e-05
 3.41642511e-05 1.19807859e-04 1.23407004e-04 9.54536220e-05
 8.04323624e-05 1.02775356e-04 4.17292281e-04 9.98177062e-01
 7.26174244e-05 7.37114136e-05]","[0.01 0.   0.01 0.03 0.   0.   0.   0.01 0.01 0.   0.   0.   0.01 0.
 0.03 0.89 0.   0.  ]"
"[9.13016204e-05 7.55862599e-05 9.98481827e-01 1.12321721e-04
 7.22885112e-05 5.19706810e-05 8.38864554e-05 1.03380225e-04
 4.69125594e-05 8.07887754e-05 2.39144236e-04 5.75881419e-05
 1.01507543e-04 1.15603803e-04 8.10743742e-05 9.56732393e-05
 6.51472064e-05 4.39981381e-05]","[0.01 0.   0.92 0.   0.   0.   0.   0.03 0.   0.   0.   0.   0.   0.
 0.02 0.   0.   0.02]"
"[8.70129355e-05 9.19114835e-05 5.14698968e-05 3.89956555e-05
 3.91931209e-05 1.58039844e-04 1.07214111e-04 4.86058723e-05
 3.31051857e-05 8.40471183e-05 2.23001184e-05 8.53549536e-05
 7.07882386e-05 3.65994637e-05 9.98862406e-01 4.36883748e-05
 3.25607433e-05 1.06707221e-04]","[0.   0.07 0.   0.   0.   0.06 0.05 0.   0.01 0.   0.   0.01 0.   0.
 0.8  0.   0.   0.  ]"
"[3.01364933e-05 2.88872510e-05 4.21704443e-05 3.67885973e-05
 6.66295163e-05 3.98624140e-05 3.59532008e-05 5.45414626e-05
 9.98670118e-01 4.04121678e-05 6.66913366e-04 3.15078703e-05
 3.36449807e-05 4.95679243e-05 3.10144318e-05 4.70744938e-05
 6.58001324e-05 2.89776623e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.99 0.   0.01 0.   0.   0.
 0.   0.   0.   0.  ]"
